date,site,tank,rametID,Taxon,RepStatusTF,total_dry_wt,Veg_Weight,Infl_Weight,N_Level_Group,N_level,GeneticID,consistentID,FieldID,gen_checked,Outlier
7/28/16,UMBS,32,10,TYAN,0,9.264,9.264,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,11,TYAN,0,3.085,3.085,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,12,TYAN,0,8.481,8.481,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,13,TYAN,0,1.4594,1.4594,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,14,TYAN,0,2.817,2.817,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,15,TYAN,0,2.9661,2.9661,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,16,TYAN,1,34.009,25.7556,8.2534,high,33,TYAN,TRUE,TYAN,TRUE,FALSE
7/28/16,UMBS,32,17,TYAN,0,18.32,18.32,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,18,TYAN,0,3.5376,3.5376,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,20,TYAN,0,3.7516,3.7516,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,21,TYAN,0,1.3617,1.3617,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,22,TYAN,1,17.709,14.8924,2.8166,high,33,TYAN,TRUE,TYAN,TRUE,FALSE
7/28/16,UMBS,32,23,TYAN,0,5.1683,5.1683,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,32,24,TYAN,1,12.789,10.6391,2.1499,high,33,TYAN,TRUE,TYAN,TRUE,FALSE
7/28/16,UMBS,32,25,TYAN,0,2.8768,2.8768,0,high,33,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,34,1,TYAN,0,3.784,3.784,0,med,9,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,1,TYGL,0,29.407,29.407,0,low,0,TYGL,TRUE,TYGL,TRUE,FALSE
7/26/16,UMBS,37,2,TYGL,0,11.0498,11.0498,0,low,0,TYGL,TRUE,TYGL,TRUE,FALSE
7/26/16,UMBS,37,3,TYGL,0,14.9844,14.9844,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,4,TYAN,0,9.4878,9.4878,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,7,TYAN,0,2.7909,2.7909,0,low,0,TYAN,TRUE,TYAN,TRUE,FALSE
7/26/16,UMBS,37,8,TYGL,0,13.3136,13.3136,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,9,TYAN,0,5.9574,5.9574,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,10,TYAN,0,2.0186,2.0186,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,12,TYAN,0,12.6192,12.6192,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,13,TYGL,0,16.6877,16.6877,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,14,TYGL,0,13.5122,13.5122,0,low,0,TYGL,TRUE,TYGL,TRUE,FALSE
7/26/16,UMBS,37,15,TYGL,0,24.69,24.69,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,19,TYGL,0,11.157,11.157,0,low,0,TYGL,TRUE,TYAN?,TRUE,FALSE
7/26/16,UMBS,37,20,TYGL,0,14.8601,14.8601,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,21,TYGL,0,11.8885,11.8885,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,22,TYAN,0,8.4698,8.4698,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,23,TYAN,0,5.5044,5.5044,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,24,TYGL,0,2.8281,2.8281,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,25,TYAN,0,0.5376,0.5376,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,27,TYAN,0,7.1714,7.1714,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,28,TYAN,0,7.3289,7.3289,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,29,TYGL,0,12.4343,12.4343,0,low,0,NA,NA,TYAN?,FALSE,FALSE
7/26/16,UMBS,37,30,TYAN,0,8.9784,8.9784,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,31,TYAN,0,6.0972,6.0972,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,32,TYGL,0,12.6149,12.6149,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,33,TYGL,0,14.8634,14.8634,0,low,0,TYGL,TRUE,TYGL,TRUE,FALSE
7/26/16,UMBS,37,34,TYAN,0,13.5681,13.5681,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,35,TYGL,0,13.1299,13.1299,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,37,36,TYAN,0,6.6595,6.6595,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,37,TYAN,1,14.1054,10.3192,3.7862,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,39,TYAN,0,0.8357,0.8357,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,40,TYGL,0,7.0904,7.0904,0,low,0,TYGL,TRUE,TYAN?,TRUE,FALSE
7/26/16,UMBS,37,41,TYAN,0,0.2535,0.2535,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,42,TYAN,0,5.6705,5.6705,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,45,TYGL,0,15.3167,15.3167,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,46,TYAN,0,14.3872,14.3872,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,47,TYAN,0,4.957,4.957,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,48,TYAN,0,9.0942,9.0942,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,49,TYAN,0,12.31,12.31,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,50,TYGL,0,11.0809,11.0809,0,low,0,TYGL,TRUE,TYGL,TRUE,FALSE
7/26/16,UMBS,37,51,TYGL,0,5.9203,5.9203,0,low,0,NA,NA,TYAN?,FALSE,FALSE
7/26/16,UMBS,37,52,TYGL,0,12.5985,12.5985,0,low,0,TYGL,TRUE,TYAN?,TRUE,FALSE
7/26/16,UMBS,37,53,TYGL,0,2.419,2.419,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,37,54,TYAN,0,0.4978,0.4978,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,37,55,TYGL,0,0.8296,0.8296,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/28/16,UMBS,38,2,TYAN,1,18.639,14.5829,4.0561,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,3,TYAN,1,28.955,24.1037,4.8513,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,4,TYAN,1,25.106,20.7294,4.3766,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,5,TYAN,0,8.799,8.799,0,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,7,TYAN,0,2.9409,2.9409,0,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,8,TYAN,0,2.2654,2.2654,0,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,9,TYAN,1,8.068,6.9214,1.1466,high,27,TYAN,TRUE,TYAN,TRUE,FALSE
7/28/16,UMBS,38,11,TYAN,0,10.434,10.434,0,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,12,TYAN,0,1.4651,1.4651,0,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,14,TYAN,0,2.5131,2.5131,0,high,27,NA,NA,TYAN,FALSE,FALSE
7/28/16,UMBS,38,15,TYAN,1,16.075,13.3511,2.7239,high,27,TYAN,TRUE,TYAN,TRUE,FALSE
7/29/16,UMBS,41,1,TYGL,0,54.9,54.9,0,high,39,TYGL,TRUE,TYGL,TRUE,FALSE
7/29/16,UMBS,41,2,TYGL,0,32.4,32.4,0,high,39,NA,NA,TYGL,FALSE,FALSE
7/29/16,UMBS,41,3,TYAN,0,5.3,5.3,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,4,TYAN,0,3.9,3.9,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,5,TYAN,0,15.5,15.5,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,6,TYGL,0,37.9,37.9,0,high,39,NA,NA,TYGL,FALSE,FALSE
7/29/16,UMBS,41,7,TYAN,0,17.5,17.5,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,8,TYAN,0,9.3,9.3,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,9,TYAN,0,4.1,4.1,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,10,TYAN,0,18.9,18.9,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,11,TYAN,0,23.5,23.5,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,12,TYAN,0,15.6,15.6,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,13,TYAN,0,6.3,6.3,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,14,TYGL,0,25.9,25.9,0,high,39,NA,NA,TYGL,FALSE,FALSE
7/29/16,UMBS,41,15,TYGL,0,14.7,14.7,0,high,39,NA,NA,TYGL,FALSE,FALSE
7/29/16,UMBS,41,16,TYGL,1,50.485,41.0151,9.4699,high,39,TYGL,TRUE,TYGL,TRUE,FALSE
7/29/16,UMBS,41,17,TYGL,0,51.3,51.3,0,high,39,NA,NA,TYGL,FALSE,FALSE
7/29/16,UMBS,41,18,TYGL,0,37.3,37.3,0,high,39,NA,NA,TYGL,FALSE,FALSE
7/29/16,UMBS,41,19,TYAN,0,4.7,4.7,0,high,39,NA,NA,TYAN,FALSE,FALSE
7/29/16,UMBS,41,20,TYGL,0,27.6,27.6,0,high,39,NA,NA,TYGL,FALSE,FALSE
7/29/16,UMBS,41,21,TYGL,0,30,30,0,high,39,NA,NA,TYGL,FALSE,FALSE
7/28/16,UMBS,44,1,TYGL,1,56.6,45.6034,10.9966,med,15,TYGL,TRUE,TYGL,TRUE,FALSE
7/28/16,UMBS,44,2,TYGL,0,14.6,14.6,0,med,15,NA,NA,TYAN?,FALSE,FALSE
7/28/16,UMBS,44,3,TYGL,1,66.03,51.47,14.56,med,15,NA,NA,TYGL,FALSE,FALSE
7/28/16,UMBS,44,4,TYGL,1,71.59,54.6,16.99,med,15,TYGL,TRUE,TYAN?,TRUE,FALSE
7/27/16,UMBS,45,1,TYAN,1,17.35,16.98,0.37,low,6,TYAN,TRUE,TYAN,TRUE,TRUE
7/27/16,UMBS,45,2,TYAN,1,30.344,22.038,8.306,low,6,NA,NA,TYAN,FALSE,FALSE
7/27/16,UMBS,45,3,TYGL,1,47.519,34.28,13.239,low,6,NA,NA,TYGL,FALSE,FALSE
7/27/16,UMBS,45,4,TYLA,1,48.279,34.616,13.663,low,6,TYLA,FALSE,TYGL,TRUE,FALSE
7/27/16,UMBS,45,5,TYAN,1,23.363,15.8123,7.5507,low,6,NA,NA,TYAN,FALSE,FALSE
7/27/16,UMBS,45,6,TYAN,1,17.598,10.9302,6.6678,low,6,TYAN,TRUE,TYAN,TRUE,FALSE
7/27/16,UMBS,45,7,TYAN,0,0.2428,0.2428,0,low,6,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,1,TYGL,1,32.249,26.1141,6.1349,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,2,TYGL,1,62.96,51.3414,11.6186,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,3,TYGL,1,47.319,40.31843,7.00057,high,45,TYGL,TRUE,TYGL,TRUE,FALSE
7/21/16,UMBS,48,4,TYGL,0,15.6571,15.6571,0,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,5,TYGL,1,42.125,35.5168,6.6082,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,6,TYGL,0,8.4342,8.4342,0,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,7,TYGL,1,49.86,40.65,9.21,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,8,TYAN,1,24.907,20.3947,4.5123,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,9,TYAN,0,13.545,13.545,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,10,TYAN,0,4.0923,4.0923,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,11,TYGL,0,41.417,41.417,0,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,12,TYGL,1,57.276,46.9871,10.2889,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,13,TYGL,1,38.912,31.8834,7.0286,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,14,TYLA,1,78.85,70.4087,8.4413,high,45,TYLA,TRUE,TYLA?,TRUE,FALSE
7/21/16,UMBS,48,15,TYAN,1,25.329,22.3117,3.0173,high,45,TYAN,TRUE,TYAN,TRUE,FALSE
7/21/16,UMBS,48,16,TYAN,1,22.205,19.2258,2.9792,high,45,TYAN,TRUE,TYAN,TRUE,FALSE
7/21/16,UMBS,48,17,TYGL,0,25.036,25.036,0,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,18,TYAN,0,2.3562,2.3562,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,19,TYGL,1,58.8567,49.6919,9.1648,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,20,TYGL,0,6.6473,6.6473,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,21,TYGL,0,15.5357,15.5357,0,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,22,TYGL,0,39.09,39.09,0,high,45,TYGL,FALSE,TYLA?,TRUE,FALSE
7/21/16,UMBS,48,23,TYAN,1,10.8347,9.3185,1.5162,high,45,TYAN,TRUE,TYAN,TRUE,FALSE
7/21/16,UMBS,48,24,TYGL,0,8.1065,8.1065,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,25,TYGL,0,21.488,21.488,0,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,26,TYGL,0,15.1871,15.1871,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,27,TYGL,1,51.534,42.0621,9.4719,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,28,TYAN,0,5.138,5.138,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,29,TYGL,1,44.734,35.7594,8.9746,high,45,TYGL,TRUE,TYGL,TRUE,FALSE
7/21/16,UMBS,48,31,TYAN,0,2.3532,2.3532,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,32,TYGL,0,42.425,42.425,0,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,33,TYGL,0,22.327,22.327,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,34,TYAN,0,11.468,11.468,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,35,TYGL,0,30.75,30.75,0,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,36,TYGL,0,26.179,26.179,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,37,TYGL,0,23.113,23.113,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,38,TYAN,0,8.489,8.489,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,39,TYGL,0,10.768,10.768,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,40,TYGL,0,8.378,8.378,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,41,TYGL,1,37.235,28.9623,8.2727,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,42,TYGL,0,8.8478,8.8478,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,43,TYAN,0,4.4059,4.4059,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,44,TYGL,1,44.294,35.8881,8.4059,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,45,TYGL,0,11.178,11.178,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,46,TYGL,0,3.1315,3.1315,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,47,TYGL,1,42.068,34.642,7.426,high,45,NA,NA,TYGL,FALSE,FALSE
7/21/16,UMBS,48,48,TYAN,0,13.533,13.533,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,49,TYAN,0,5.186,5.186,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,50,TYAN,0,13.919,13.919,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,51,TYGL,0,5.9642,5.9642,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,52,TYAN,0,7.2862,7.2862,0,high,45,NA,NA,TYAN,FALSE,FALSE
7/21/16,UMBS,48,54,TYGL,0,24.771,24.771,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,55,TYGL,0,10.6258,10.6258,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/21/16,UMBS,48,56,TYGL,1,27.007,22.1878,4.8192,high,45,TYGL,TRUE,TYAN?,TRUE,FALSE
7/21/16,UMBS,48,58,TYGL,0,9.509,9.509,0,high,45,NA,NA,TYAN?,FALSE,FALSE
7/26/16,UMBS,50,1,TYGL,1,41.121,30.5064,10.6146,low,0,TYGL,TRUE,TYGL,TRUE,FALSE
7/26/16,UMBS,50,2,TYGL,0,5.6836,5.6836,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,5,TYGL,0,11.1644,11.1644,0,low,0,NA,NA,TYAN?,FALSE,FALSE
7/26/16,UMBS,50,6,TYAN,0,11.8673,11.8673,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,7,TYAN,1,18.5897,13.6561,4.9336,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,8,TYGL,0,10.5611,10.5611,0,low,0,NA,NA,TYAN?,FALSE,FALSE
7/26/16,UMBS,50,9,TYAN,1,18.9412,13.5995,5.3417,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,10,TYAN,1,14.6707,10.5375,4.1332,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,11,TYAN,1,18.7215,12.846,5.8755,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,12,TYAN,1,21.1784,15.1938,5.9846,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,14,TYGL,1,33.524,25.6562,7.8678,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,15,TYAN,0,5.1108,5.1108,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,16,TYAN,0,6.4609,6.4609,0,low,0,TYAN,TRUE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,17,TYGL,1,47.115,36.6307,10.4843,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,18,TYGL,1,29.044,22.3012,6.7428,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,19,TYGL,0,8.3899,8.3899,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,20,TYGL,1,26.6501,20.0933,6.5568,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,22,TYAN,1,19.167,13.6755,5.4915,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,23,TYAN,0,9.4198,9.4198,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,24,TYGL,1,19.6836,14.1379,5.5457,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,25,TYGL,1,30.7658,23.61,7.1558,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,26,TYGL,0,14.2425,14.2425,0,low,0,NA,NA,TYAN?,FALSE,FALSE
7/26/16,UMBS,50,27,TYGL,0,24.8934,24.8934,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,28,TYGL,0,18.1818,18.1818,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,29,TYGL,1,41.875,32.429,9.446,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,30,TYAN,0,6.1619,6.1619,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,31,TYGL,1,34.752,28.1224,6.6296,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,32,TYGL,1,32.925,25.326,7.599,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,33,TYGL,0,7.1389,7.1389,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,34,TYGL,0,20.7804,20.7804,0,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,35,TYAN,0,6.5359,6.5359,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,36,TYAN,0,10.8866,10.8866,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,37,TYAN,0,5.9922,5.9922,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,38,TYAN,0,9.3898,9.3898,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,39,TYAN,0,3.2241,3.2241,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,40,TYGL,1,28.5509,21.6861,6.8648,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,41,TYGL,1,23.7098,18.0615,5.6483,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,42,TYGL,1,36.056,27.7313,8.3247,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,43,TYGL,0,4.896,4.896,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,44,TYAN,0,2.998,2.998,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,45,TYGL,1,38.388,29.3302,9.0578,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,46,TYAN,0,9.6082,9.6082,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,47,TYGL,1,36.284,28.0029,8.2811,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,49,TYAN,0,2.5822,2.5822,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,50,TYGL,1,47.537,35.8233,11.7137,low,0,NA,NA,TYGL,FALSE,FALSE
7/26/16,UMBS,50,51,TYAN,1,18.8355,13.9937,4.8418,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,70,TYGL,0,11.6803,11.6803,0,low,0,TYGL,FALSE,TYAN,TRUE,FALSE
7/26/16,UMBS,50,71,TYAN,0,5.0273,5.0273,0,low,0,NA,NA,TYAN,FALSE,FALSE
7/26/16,UMBS,50,72,TYGL,0,0.5507,0.5507,0,low,0,NA,NA,TYGL,FALSE,FALSE